bin,brand,type,level,bank,country
594441,MAESTRO,DEBIT,STANDARD,,SPAIN
594442,MAESTRO,DEBIT,STANDARD,,FINLAND
594443,MAESTRO,DEBIT,STANDARD,,GERMANY
594444,MAESTRO,DEBIT,STANDARD,,INDIA
594445,MAESTRO,DEBIT,STANDARD,,INDIA
594446,MAESTRO,DEBIT,STANDARD,,CHINA
594447,MAESTRO,DEBIT,STANDARD,,DENMARK
594448,MAESTRO,DEBIT,STANDARD,,CANADA
594449,MAESTRO,DEBIT,STANDARD,,CHINA
594450,MAESTRO,DEBIT,STANDARD,,CANADA
594451,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594452,MAESTRO,DEBIT,STANDARD,,CHILE
594453,MAESTRO,DEBIT,STANDARD,,CHINA
594454,MAESTRO,DEBIT,STANDARD,,AUSTRALIA
594455,MAESTRO,DEBIT,STANDARD,,SPAIN
594456,MAESTRO,DEBIT,STANDARD,,BRAZIL
594457,MAESTRO,DEBIT,STANDARD,,AUSTRALIA
594458,MAESTRO,DEBIT,STANDARD,,SPAIN
594459,MAESTRO,DEBIT,STANDARD,,RUSSIAN FEDERATION
594460,MAESTRO,DEBIT,STANDARD,,CHINA
594461,MAESTRO,DEBIT,STANDARD,,RUSSIAN FEDERATION
594462,MAESTRO,DEBIT,STANDARD,,SPAIN
594463,MAESTRO,DEBIT,STANDARD,,CANADA
594464,MAESTRO,DEBIT,STANDARD,,CHILE
594465,MAESTRO,DEBIT,STANDARD,,RUSSIAN FEDERATION
594466,MAESTRO,DEBIT,STANDARD,,CHILE
594467,MAESTRO,DEBIT,STANDARD,,CHILE
594468,MAESTRO,DEBIT,STANDARD,,ARGENTINA
594469,MAESTRO,DEBIT,STANDARD,,CANADA
594470,MAESTRO,DEBIT,STANDARD,,GERMANY
594471,MAESTRO,DEBIT,STANDARD,,NORWAY
594472,MAESTRO,DEBIT,STANDARD,,PORTUGAL
594473,MAESTRO,DEBIT,STANDARD,,RUSSIAN FEDERATION
594474,MAESTRO,DEBIT,STANDARD,,CHINA
594475,MAESTRO,DEBIT,STANDARD,,ARGENTINA
594476,MAESTRO,DEBIT,STANDARD,,CHINA
594477,MAESTRO,DEBIT,STANDARD,,FINLAND
594478,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594479,MAESTRO,DEBIT,STANDARD,,HONG KONG
594480,MAESTRO,DEBIT,STANDARD,,RUSSIAN FEDERATION
594481,MAESTRO,DEBIT,STANDARD,,SINGAPORE
594482,MAESTRO,DEBIT,STANDARD,,CHILE
594483,MAESTRO,DEBIT,STANDARD,,BULGARIA
594484,MAESTRO,DEBIT,STANDARD,,LUXEMBOURG
594485,MAESTRO,DEBIT,STANDARD,,FINLAND
594486,MAESTRO,DEBIT,STANDARD,,CHINA
594487,MAESTRO,DEBIT,STANDARD,,GERMANY
594488,MAESTRO,DEBIT,STANDARD,,SINGAPORE
594489,MAESTRO,DEBIT,STANDARD,,GERMANY
594490,MAESTRO,DEBIT,STANDARD,,ITALY
594491,MAESTRO,DEBIT,STANDARD,,AUSTRALIA
594492,MAESTRO,DEBIT,STANDARD,,CANADA
594493,MAESTRO,DEBIT,STANDARD,,SINGAPORE
594494,MAESTRO,DEBIT,STANDARD,,ITALY
594495,MAESTRO,DEBIT,STANDARD,,TURKEY
594496,MAESTRO,DEBIT,STANDARD,,ROMANIA
594497,MAESTRO,DEBIT,STANDARD,,FINLAND
594498,MAESTRO,DEBIT,STANDARD,,CANADA
594499,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594500,MAESTRO,DEBIT,STANDARD,,CHINA
594501,MAESTRO,DEBIT,STANDARD,,TURKEY
594502,MAESTRO,DEBIT,STANDARD,,FINLAND
594503,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594504,MAESTRO,DEBIT,STANDARD,,SINGAPORE
594505,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594506,MAESTRO,DEBIT,STANDARD,,BRAZIL
594507,MAESTRO,DEBIT,STANDARD,,GERMANY
594508,MAESTRO,DEBIT,STANDARD,,FINLAND
594509,MAESTRO,DEBIT,STANDARD,,CHINA
594510,MAESTRO,DEBIT,STANDARD,,GERMANY
594511,MAESTRO,DEBIT,STANDARD,,CHINA
594512,MAESTRO,DEBIT,STANDARD,,CHILE
594513,MAESTRO,DEBIT,STANDARD,,CHILE
594514,MAESTRO,DEBIT,STANDARD,,FINLAND
594515,MAESTRO,DEBIT,STANDARD,,CZECH REPUBLIC
594516,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594517,MAESTRO,DEBIT,STANDARD,,CHINA
594518,MAESTRO,DEBIT,STANDARD,,CANADA
594519,MAESTRO,DEBIT,STANDARD,,AUSTRALIA
594520,MAESTRO,DEBIT,STANDARD,,AUSTRALIA
594521,MAESTRO,DEBIT,STANDARD,,CHINA
594522,MAESTRO,DEBIT,STANDARD,,BRAZIL
594523,MAESTRO,DEBIT,STANDARD,,CHILE
594524,MAESTRO,DEBIT,STANDARD,,GERMANY
594525,MAESTRO,DEBIT,STANDARD,,LUXEMBOURG
594526,MAESTRO,CREDIT,BUSINESS,HSBC BANK EGYPT S.A.E,EGYPT
594527,MAESTRO,DEBIT,STANDARD,,INDIA
594528,MAESTRO,DEBIT,STANDARD,,CHINA
594529,MAESTRO,DEBIT,STANDARD,,CHILE
594530,MAESTRO,DEBIT,STANDARD,,BRAZIL
594531,MAESTRO,DEBIT,STANDARD,,CHINA
594532,MAESTRO,DEBIT,STANDARD,,HONG KONG
594533,MAESTRO,DEBIT,STANDARD,,CHINA
594534,MAESTRO,DEBIT,STANDARD,,CHILE
594535,MAESTRO,DEBIT,STANDARD,,BRAZIL
594536,MAESTRO,DEBIT,STANDARD,,CANADA
594537,MAESTRO,DEBIT,STANDARD,,ITALY
594538,MAESTRO,DEBIT,STANDARD,,NETHERLANDS
594539,MAESTRO,DEBIT,STANDARD,,CHINA
594540,MAESTRO,DEBIT,STANDARD,,SINGAPORE
594541,MAESTRO,DEBIT,STANDARD,,CHILE
594542,MAESTRO,DEBIT,STANDARD,,INDIA
594543,MAESTRO,DEBIT,STANDARD,,FINLAND
594544,MAESTRO,DEBIT,STANDARD,,INDIA
594545,MAESTRO,DEBIT,STANDARD,,AUSTRALIA
594546,MAESTRO,DEBIT,STANDARD,,CANADA
594547,MAESTRO,DEBIT,STANDARD,,CANADA
594548,MAESTRO,DEBIT,STANDARD,,CHINA
594549,MAESTRO,DEBIT,STANDARD,,FINLAND
594550,MAESTRO,DEBIT,STANDARD,,UKRAINE
594551,MAESTRO,DEBIT,STANDARD,,CANADA
594552,MAESTRO,DEBIT,STANDARD,,PORTUGAL
594553,MAESTRO,DEBIT,STANDARD,,DENMARK
594554,MAESTRO,DEBIT,STANDARD,,INDIA
594555,MAESTRO,DEBIT,STANDARD,,GERMANY
594556,MAESTRO,DEBIT,STANDARD,,CANADA
594557,MAESTRO,DEBIT,STANDARD,,RUSSIAN FEDERATION
594558,MAESTRO,DEBIT,STANDARD,,ROMANIA
594559,MAESTRO,DEBIT,STANDARD,,GERMANY
594560,MAESTRO,DEBIT,STANDARD,,CANADA
594561,MAESTRO,DEBIT,STANDARD,,SINGAPORE
594562,MAESTRO,DEBIT,STANDARD,,TURKEY
594563,MAESTRO,DEBIT,STANDARD,,CHILE
594564,MAESTRO,DEBIT,STANDARD,,BRAZIL
594565,MAESTRO,DEBIT,STANDARD,,TURKEY
594566,MAESTRO,DEBIT,STANDARD,,SPAIN
594567,MAESTRO,DEBIT,STANDARD,,RUSSIAN FEDERATION
594568,MAESTRO,DEBIT,STANDARD,,CHILE
594569,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594570,MAESTRO,DEBIT,STANDARD,,SPAIN
594571,MAESTRO,DEBIT,STANDARD,,BRAZIL
594572,MAESTRO,DEBIT,STANDARD,,CHILE
594573,MAESTRO,DEBIT,STANDARD,,INDIA
594574,MAESTRO,DEBIT,STANDARD,,CHINA
594575,MAESTRO,DEBIT,STANDARD,,NORWAY
594576,MAESTRO,DEBIT,STANDARD,,CHILE
594577,MAESTRO,DEBIT,STANDARD,,HONG KONG
594578,MAESTRO,DEBIT,STANDARD,,BRAZIL
594579,MAESTRO,DEBIT,STANDARD,,CHILE
594580,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594581,MAESTRO,DEBIT,STANDARD,,ARGENTINA
594582,MAESTRO,DEBIT,STANDARD,,CANADA
594583,MAESTRO,DEBIT,STANDARD,,CHILE
594584,MAESTRO,DEBIT,STANDARD,,CANADA
594585,MAESTRO,DEBIT,STANDARD,,NETHERLANDS
594586,MAESTRO,DEBIT,STANDARD,,CHILE
594587,MAESTRO,DEBIT,STANDARD,,CZECH REPUBLIC
594588,MAESTRO,DEBIT,STANDARD,,BRAZIL
594589,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594590,MAESTRO,DEBIT,STANDARD,,GERMANY
594591,MAESTRO,DEBIT,STANDARD,,CANADA
594592,MAESTRO,DEBIT,STANDARD,,CHILE
594593,MAESTRO,DEBIT,STANDARD,,CHILE
594594,MAESTRO,DEBIT,STANDARD,,INDIA
594595,MAESTRO,DEBIT,STANDARD,,AUSTRALIA
594596,MAESTRO,DEBIT,STANDARD,,HONG KONG
594597,MAESTRO,DEBIT,STANDARD,,CHINA
594598,MAESTRO,DEBIT,STANDARD,,CHILE
594599,MAESTRO,DEBIT,STANDARD,,GERMANY
594600,MAESTRO,DEBIT,STANDARD,,POLAND
594601,MAESTRO,DEBIT,STANDARD,,FINLAND
594602,MAESTRO,DEBIT,STANDARD,,GERMANY
594603,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594604,MAESTRO,DEBIT,STANDARD,,CANADA
594605,MAESTRO,DEBIT,STANDARD,,TURKEY
594606,MAESTRO,DEBIT,STANDARD,,CHINA
594607,MAESTRO,DEBIT,STANDARD,,BRAZIL
594608,MAESTRO,DEBIT,STANDARD,,AUSTRALIA
594609,MAESTRO,DEBIT,STANDARD,,CHINA
594610,MAESTRO,DEBIT,STANDARD,,ITALY
594611,MAESTRO,DEBIT,STANDARD,,CHILE
594612,MAESTRO,DEBIT,STANDARD,,CANADA
594613,MAESTRO,DEBIT,STANDARD,,BRAZIL
594614,MAESTRO,DEBIT,STANDARD,,BRAZIL
594615,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594616,MAESTRO,DEBIT,STANDARD,,FINLAND
594617,MAESTRO,DEBIT,STANDARD,,CHINA
594618,MAESTRO,DEBIT,STANDARD,,ROMANIA
594619,MAESTRO,DEBIT,STANDARD,,UKRAINE
594620,MAESTRO,DEBIT,STANDARD,,CHINA
594621,MAESTRO,DEBIT,STANDARD,,CHINA
594622,MAESTRO,DEBIT,STANDARD,,ITALY
594623,MAESTRO,DEBIT,STANDARD,,FINLAND
594624,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594625,MAESTRO,DEBIT,STANDARD,,GERMANY
594626,MAESTRO,DEBIT,STANDARD,,CHILE
594627,MAESTRO,DEBIT,STANDARD,,CHINA
594628,MAESTRO,DEBIT,STANDARD,,BRAZIL
594629,MAESTRO,DEBIT,STANDARD,,CHILE
594630,MAESTRO,DEBIT,STANDARD,,BRAZIL
594631,MAESTRO,DEBIT,STANDARD,,ROMANIA
594632,MAESTRO,DEBIT,STANDARD,,LUXEMBOURG
594633,MAESTRO,DEBIT,STANDARD,,AUSTRALIA
594634,MAESTRO,DEBIT,STANDARD,,AUSTRALIA
594635,MAESTRO,DEBIT,STANDARD,,BRAZIL
594636,MAESTRO,DEBIT,STANDARD,,CZECH REPUBLIC
594637,MAESTRO,DEBIT,STANDARD,,ITALY
594638,MAESTRO,DEBIT,STANDARD,,AUSTRALIA
594639,MAESTRO,DEBIT,STANDARD,,SPAIN
594640,MAESTRO,DEBIT,STANDARD,,POLAND
594641,MAESTRO,DEBIT,STANDARD,,BRAZIL
594642,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594643,MAESTRO,DEBIT,STANDARD,,CHILE
594644,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594645,MAESTRO,DEBIT,STANDARD,,INDIA
594646,MAESTRO,DEBIT,STANDARD,,DENMARK
594647,MAESTRO,DEBIT,STANDARD,,BRAZIL
594648,MAESTRO,DEBIT,STANDARD,,SINGAPORE
594649,MAESTRO,DEBIT,STANDARD,,CANADA
594650,MAESTRO,DEBIT,STANDARD,,RUSSIAN FEDERATION
594651,MAESTRO,DEBIT,STANDARD,,CANADA
594652,MAESTRO,DEBIT,STANDARD,,CHILE
594653,MAESTRO,DEBIT,STANDARD,,CHINA
594654,MAESTRO,DEBIT,STANDARD,,SPAIN
594655,MAESTRO,DEBIT,STANDARD,,SPAIN
594656,MAESTRO,DEBIT,STANDARD,,CHILE
594657,MAESTRO,DEBIT,STANDARD,,CANADA
594658,MAESTRO,DEBIT,STANDARD,,CHILE
594659,MAESTRO,DEBIT,STANDARD,,CHINA
594660,MAESTRO,DEBIT,STANDARD,,CHINA
594661,MAESTRO,DEBIT,STANDARD,,INDIA
594662,MAESTRO,DEBIT,STANDARD,,CHILE
594663,MAESTRO,DEBIT,STANDARD,,CHILE
594664,MAESTRO,DEBIT,STANDARD,,CHINA
594665,MAESTRO,DEBIT,STANDARD,,ARGENTINA
594666,MAESTRO,DEBIT,STANDARD,,BRAZIL
594667,MAESTRO,DEBIT,STANDARD,,BULGARIA
594668,MAESTRO,DEBIT,STANDARD,,SPAIN
594669,MAESTRO,DEBIT,STANDARD,,CANADA
594670,MAESTRO,DEBIT,STANDARD,,AUSTRALIA
594671,MAESTRO,DEBIT,STANDARD,,BRAZIL
594672,MAESTRO,DEBIT,STANDARD,,CHILE
594673,MAESTRO,DEBIT,STANDARD,,HONG KONG
594674,MAESTRO,DEBIT,STANDARD,,CHILE
594675,MAESTRO,DEBIT,STANDARD,,BRAZIL
594676,MAESTRO,DEBIT,STANDARD,,SPAIN
594677,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594678,MAESTRO,DEBIT,STANDARD,,ITALY
594679,MAESTRO,DEBIT,STANDARD,,GERMANY
594680,MAESTRO,DEBIT,STANDARD,,INDIA
594681,MAESTRO,DEBIT,STANDARD,,CHILE
594682,MAESTRO,DEBIT,STANDARD,,UKRAINE
594683,MAESTRO,DEBIT,STANDARD,,CANADA
594684,MAESTRO,DEBIT,STANDARD,,POLAND
594685,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594686,MAESTRO,DEBIT,STANDARD,,TURKEY
594687,MAESTRO,DEBIT,STANDARD,,CHINA
594688,MAESTRO,DEBIT,STANDARD,,COSTA RICA
594689,MAESTRO,DEBIT,STANDARD,,RUSSIAN FEDERATION
594690,MAESTRO,DEBIT,STANDARD,,CHILE
594691,MAESTRO,DEBIT,STANDARD,,ARGENTINA
594692,MAESTRO,DEBIT,STANDARD,,BULGARIA
594693,MAESTRO,DEBIT,STANDARD,,CHINA
594694,MAESTRO,DEBIT,STANDARD,,SINGAPORE
594695,MAESTRO,DEBIT,STANDARD,,INDIA
594696,MAESTRO,DEBIT,STANDARD,,CHINA
594697,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594698,MAESTRO,DEBIT,STANDARD,,AUSTRALIA
594699,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594700,MAESTRO,DEBIT,STANDARD,,CHILE
594701,MAESTRO,DEBIT,STANDARD,,SPAIN
594702,MAESTRO,DEBIT,STANDARD,,RUSSIAN FEDERATION
594703,MAESTRO,DEBIT,STANDARD,,GREECE
594704,MAESTRO,DEBIT,STANDARD,,CHINA
594705,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594706,MAESTRO,DEBIT,STANDARD,,CHINA
594707,MAESTRO,DEBIT,STANDARD,,ROMANIA
594708,MAESTRO,DEBIT,STANDARD,,INDIA
594709,MAESTRO,DEBIT,STANDARD,,CHILE
594710,MAESTRO,DEBIT,STANDARD,,ARGENTINA
594711,MAESTRO,DEBIT,STANDARD,,CHINA
594712,MAESTRO,DEBIT,STANDARD,,GERMANY
594713,MAESTRO,DEBIT,STANDARD,,CHINA
594714,MAESTRO,DEBIT,STANDARD,,INDIA
594715,MAESTRO,DEBIT,STANDARD,,GREECE
594716,MAESTRO,DEBIT,STANDARD,,CANADA
594717,MAESTRO,DEBIT,STANDARD,,CHINA
594718,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594719,MAESTRO,DEBIT,STANDARD,,CHILE
594720,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594721,MAESTRO,DEBIT,STANDARD,,HONG KONG
594722,MAESTRO,DEBIT,STANDARD,,SPAIN
594723,MAESTRO,DEBIT,STANDARD,,CANADA
594724,MAESTRO,DEBIT,STANDARD,,SINGAPORE
594725,MAESTRO,DEBIT,STANDARD,,UKRAINE
594726,MAESTRO,DEBIT,STANDARD,,INDIA
594727,MAESTRO,DEBIT,STANDARD,,CHILE
594728,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594729,MAESTRO,DEBIT,STANDARD,,ITALY
594730,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594731,MAESTRO,DEBIT,STANDARD,,PORTUGAL
594732,MAESTRO,DEBIT,STANDARD,,HONG KONG
594733,MAESTRO,DEBIT,STANDARD,,HONG KONG
594734,MAESTRO,DEBIT,STANDARD,,BULGARIA
594735,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594736,MAESTRO,DEBIT,STANDARD,,CANADA
594737,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594738,MAESTRO,DEBIT,STANDARD,,CHINA
594739,MAESTRO,DEBIT,STANDARD,,CHILE
594740,MAESTRO,DEBIT,STANDARD,,CHINA
594741,MAESTRO,DEBIT,STANDARD,,ITALY
594742,MAESTRO,DEBIT,STANDARD,,DENMARK
594743,MAESTRO,DEBIT,STANDARD,,CHINA
594744,MAESTRO,DEBIT,STANDARD,,BRAZIL
594745,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594746,MAESTRO,DEBIT,STANDARD,,UKRAINE
594747,MAESTRO,DEBIT,STANDARD,,SPAIN
594748,MAESTRO,DEBIT,STANDARD,,GERMANY
594749,MAESTRO,DEBIT,STANDARD,,GERMANY
594750,MAESTRO,DEBIT,STANDARD,,CANADA
594751,MAESTRO,DEBIT,STANDARD,,TURKEY
594752,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594753,MAESTRO,DEBIT,STANDARD,,BRAZIL
594754,MAESTRO,DEBIT,STANDARD,,BRAZIL
594755,MAESTRO,DEBIT,STANDARD,,GERMANY
594756,MAESTRO,DEBIT,STANDARD,,NETHERLANDS
594757,MAESTRO,DEBIT,STANDARD,,CHINA
594758,MAESTRO,DEBIT,STANDARD,,FINLAND
594759,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594760,MAESTRO,DEBIT,STANDARD,,CHINA
594761,MAESTRO,DEBIT,STANDARD,,CHINA
594762,MAESTRO,DEBIT,STANDARD,,GERMANY
594763,MAESTRO,DEBIT,STANDARD,,FINLAND
594764,MAESTRO,DEBIT,STANDARD,,SPAIN
594765,MAESTRO,DEBIT,STANDARD,,NORWAY
594766,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594767,MAESTRO,DEBIT,STANDARD,,INDIA
594768,MAESTRO,DEBIT,STANDARD,,CANADA
594769,MAESTRO,DEBIT,STANDARD,,CHINA
594770,MAESTRO,DEBIT,STANDARD,,INDIA
594771,MAESTRO,DEBIT,STANDARD,,CHINA
594772,MAESTRO,DEBIT,STANDARD,,RUSSIAN FEDERATION
594773,MAESTRO,DEBIT,STANDARD,MAESTRO INTERNATIONAL,BRAZIL
594774,MAESTRO,DEBIT,STANDARD,,FINLAND
594775,MAESTRO,DEBIT,STANDARD,,FINLAND
594776,MAESTRO,DEBIT,STANDARD,,CANADA
594777,MAESTRO,DEBIT,STANDARD,,CHILE
594778,MAESTRO,DEBIT,STANDARD,,CANADA
594779,MAESTRO,DEBIT,STANDARD,,INDIA
594780,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594781,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594782,MAESTRO,DEBIT,STANDARD,,CANADA
594783,MAESTRO,DEBIT,STANDARD,,UKRAINE
594784,MAESTRO,DEBIT,STANDARD,,CHILE
594785,MAESTRO,DEBIT,STANDARD,,CANADA
594786,MAESTRO,DEBIT,STANDARD,,AUSTRALIA
594787,MAESTRO,DEBIT,STANDARD,,CHILE
594788,MAESTRO,DEBIT,STANDARD,,CHINA
594789,MAESTRO,DEBIT,STANDARD,,SINGAPORE
594790,MAESTRO,DEBIT,STANDARD,,FINLAND
594791,MAESTRO,DEBIT,STANDARD,,CHINA
594792,MAESTRO,DEBIT,STANDARD,,CHILE
594793,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594794,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594795,MAESTRO,DEBIT,STANDARD,,SPAIN
594796,MAESTRO,DEBIT,STANDARD,,RUSSIAN FEDERATION
594797,MAESTRO,DEBIT,STANDARD,,CHINA
594798,MAESTRO,DEBIT,STANDARD,,LUXEMBOURG
594799,MAESTRO,DEBIT,STANDARD,,CHILE
594800,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594801,MAESTRO,DEBIT,STANDARD,,POLAND
594802,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594803,MAESTRO,DEBIT,STANDARD,,NORWAY
594804,MAESTRO,DEBIT,STANDARD,,CHILE
594805,MAESTRO,DEBIT,STANDARD,,CANADA
594806,MAESTRO,DEBIT,STANDARD,,CHINA
594807,MAESTRO,DEBIT,STANDARD,,SPAIN
594808,MAESTRO,DEBIT,STANDARD,,SPAIN
594809,MAESTRO,DEBIT,STANDARD,,NETHERLANDS
594810,MAESTRO,DEBIT,STANDARD,,CHINA
594811,MAESTRO,DEBIT,STANDARD,,CHINA
594812,MAESTRO,DEBIT,STANDARD,,CHINA
594813,MAESTRO,DEBIT,STANDARD,,CANADA
594814,MAESTRO,DEBIT,STANDARD,,CHILE
594815,MAESTRO,DEBIT,STANDARD,,CHINA
594816,MAESTRO,DEBIT,STANDARD,,CANADA
594817,MAESTRO,DEBIT,STANDARD,,CHILE
594818,MAESTRO,DEBIT,STANDARD,,CANADA
594819,MAESTRO,DEBIT,STANDARD,,BRAZIL
594820,MAESTRO,DEBIT,STANDARD,,HONG KONG
594821,MAESTRO,DEBIT,STANDARD,,AUSTRALIA
594822,MAESTRO,DEBIT,STANDARD,,FINLAND
594823,MAESTRO,DEBIT,STANDARD,,CHILE
594824,MAESTRO,DEBIT,STANDARD,,ITALY
594825,MAESTRO,DEBIT,STANDARD,,UKRAINE
594826,MAESTRO,DEBIT,STANDARD,,ITALY
594827,MAESTRO,DEBIT,STANDARD,,AUSTRALIA
594828,MAESTRO,DEBIT,STANDARD,,HONG KONG
594829,MAESTRO,DEBIT,STANDARD,,INDIA
594830,MAESTRO,DEBIT,STANDARD,,UKRAINE
594831,MAESTRO,DEBIT,STANDARD,,ITALY
594832,MAESTRO,DEBIT,STANDARD,,ROMANIA
594833,MAESTRO,DEBIT,STANDARD,,HONG KONG
594834,MAESTRO,DEBIT,STANDARD,,BRAZIL
594835,MAESTRO,DEBIT,STANDARD,,GERMANY
594836,MAESTRO,DEBIT,STANDARD,,AUSTRALIA
594837,MAESTRO,DEBIT,STANDARD,,CANADA
594838,MAESTRO,DEBIT,STANDARD,,CHINA
594839,MAESTRO,DEBIT,STANDARD,,SPAIN
594840,MAESTRO,DEBIT,STANDARD,,RUSSIAN FEDERATION
594841,MAESTRO,DEBIT,STANDARD,,SINGAPORE
594842,MAESTRO,DEBIT,STANDARD,,RUSSIAN FEDERATION
594843,MAESTRO,DEBIT,STANDARD,,BRAZIL
594844,MAESTRO,DEBIT,STANDARD,,INDIA
594845,MAESTRO,DEBIT,STANDARD,,CHINA
594846,MAESTRO,DEBIT,STANDARD,,BRAZIL
594847,MAESTRO,DEBIT,STANDARD,,COSTA RICA
594848,MAESTRO,DEBIT,STANDARD,,CHILE
594849,MAESTRO,DEBIT,STANDARD,,CHILE
594850,MAESTRO,DEBIT,STANDARD,,UKRAINE
594851,MAESTRO,DEBIT,STANDARD,,CHINA
594852,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594853,MAESTRO,DEBIT,STANDARD,,ITALY
594854,MAESTRO,DEBIT,STANDARD,,AUSTRALIA
594855,MAESTRO,DEBIT,STANDARD,,COSTA RICA
594856,MAESTRO,DEBIT,STANDARD,,UKRAINE
594857,MAESTRO,DEBIT,STANDARD,,INDIA
594858,MAESTRO,DEBIT,STANDARD,,LUXEMBOURG
594859,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594860,MAESTRO,DEBIT,STANDARD,,CHILE
594861,MAESTRO,DEBIT,STANDARD,,CHILE
594862,MAESTRO,DEBIT,STANDARD,,SPAIN
594863,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594864,MAESTRO,DEBIT,STANDARD,,AUSTRALIA
594865,MAESTRO,DEBIT,STANDARD,,SINGAPORE
594866,MAESTRO,DEBIT,STANDARD,,TURKEY
594867,MAESTRO,DEBIT,STANDARD,,AUSTRALIA
594868,MAESTRO,DEBIT,STANDARD,,CANADA
594869,MAESTRO,DEBIT,STANDARD,,CHILE
594870,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594871,MAESTRO,DEBIT,STANDARD,,BRAZIL
594872,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594873,MAESTRO,DEBIT,STANDARD,,AUSTRALIA
594874,MAESTRO,DEBIT,STANDARD,,ARGENTINA
594875,MAESTRO,DEBIT,STANDARD,,CHINA
594876,MAESTRO,DEBIT,STANDARD,,POLAND
594877,MAESTRO,DEBIT,STANDARD,,GREECE
594878,MAESTRO,DEBIT,STANDARD,,INDIA
594879,MAESTRO,DEBIT,STANDARD,,FINLAND
594880,MAESTRO,DEBIT,STANDARD,,CHINA
594881,MAESTRO,DEBIT,STANDARD,,CHILE
594882,MAESTRO,DEBIT,STANDARD,,SPAIN
594883,MAESTRO,DEBIT,STANDARD,,INDIA
594884,MAESTRO,DEBIT,STANDARD,,INDIA
594885,MAESTRO,DEBIT,STANDARD,,UKRAINE
594886,MAESTRO,DEBIT,STANDARD,,CHINA
594887,MAESTRO,DEBIT,STANDARD,,GERMANY
594888,MAESTRO,DEBIT,STANDARD,,CANADA
594889,MAESTRO,DEBIT,STANDARD,,BRAZIL
594890,MAESTRO,DEBIT,STANDARD,,GERMANY
594891,MAESTRO,DEBIT,STANDARD,,CANADA
594892,MAESTRO,DEBIT,STANDARD,,RUSSIAN FEDERATION
594893,MAESTRO,DEBIT,STANDARD,,GERMANY
594894,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594895,MAESTRO,DEBIT,STANDARD,,CHINA
594896,MAESTRO,DEBIT,STANDARD,,INDIA
594897,MAESTRO,DEBIT,STANDARD,,CANADA
594898,MAESTRO,DEBIT,STANDARD,,TURKEY
594899,MAESTRO,DEBIT,STANDARD,,CANADA
594900,MAESTRO,DEBIT,STANDARD,,RUSSIAN FEDERATION
594901,MAESTRO,DEBIT,STANDARD,,INDIA
594902,MAESTRO,DEBIT,STANDARD,,UNITED KINGDOM
594903,MAESTRO,DEBIT,STANDARD,,FINLAND
594904,MAESTRO,DEBIT,STANDARD,,CANADA
594905,MAESTRO,DEBIT,STANDARD,,FINLAND
594906,MAESTRO,DEBIT,STANDARD,,CHINA
594907,MAESTRO,DEBIT,STANDARD,,NORWAY
594908,MAESTRO,DEBIT,STANDARD,,NORWAY
